Date,Open,High,Low,Last,Vol,Diff,Hash,LS,LS_TH_S,LS_P,LS_MWh_TH,HS,HS_TH_S,HS_P,HS_MWh_TH,UK_EP,US_EP,AUS_EP,RU_EP
06/04/2013,141.8,150.03,138.5,141,3866342.678,7673000,64.07971834,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,95.83125,34.17,52.3887,32.2252
07/04/2013,141,165.1,140.65,164.97,3866342.678,7673000,64.07971834,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,95.83125,32.15125,58.125522,31.1071
08/04/2013,164.97,198,162,185.6,25152477.61,7673000,64.46114524,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,86.1738,40.175,55.906404,32.0718
09/04/2013,185.6,235.29,164.34,229,25152477.61,7673000,64.46114524,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,86.487045,39.21687,55.465553,31.5126
10/04/2013,228.94,259.34,70,162,46785404.89,7673000,70.18254866,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,85.8424,44.21563,58.34944,29.5733
11/04/2013,162,179,50,83.4,46785404.89,7673000,70.18254866,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,80.67859,42.2925,59.162384,30.4723
12/04/2013,81.02,112,45,109.99,55774375.05,7673000,65.98685282,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,80.54025,39.8,61.60132,30.5000
13/04/2013,109.9,119,85,91.64,55774375.05,7673000,65.98685282,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,80.54025,34.89625,54.783575,30.0918
14/04/2013,90.44,99.99,81.94,91.11,18178710.14,7673000,62.17258387,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,80.54025,36.60062,55.918115,28.6713
15/04/2013,91.79,99.8,60,74,18178710.14,7673000,62.17258387,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,69.812744,41.69125,65.217075,30.9060
16/04/2013,73.99,82,49.8,68.09,43716430.88,7673000,69.80112177,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.96,43.13625,61.060664,31.0625
17/04/2013,67.85,101.12,60,89.98,43716430.88,7673000,69.80112177,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.45684,42.82375,57.52846,30.7382
18/04/2013,89.98,111.23,78.92,109.3,20205021.91,8974296,72.71669197,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.485125,43.28375,59.488275,31.6805
19/04/2013,109.3,140.2,100,117.71,20205021.91,8974296,72.71669197,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.8655,41.56937,55.38611,31.0396
20/04/2013,118.11,129.79,114.27,126.55,11246400.8,8974296,64.68662782,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.8655,35.38688,55.75583,28.4168
21/04/2013,126.55,129,101,118.81,11246400.8,8974296,64.68662782,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.8655,35.6675,53.15752,26.6537
22/04/2013,118.91,125.01,116,123.74,9129724.556,8974296,72.27057729,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.637,36.43938,55.72502,32.2414
23/04/2013,123.73,138.87,121.12,137.29,9129724.556,8974296,72.27057729,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,69.861645,38.90625,56.12767,31.8697
24/04/2013,137.3,161,134.98,149,41383168.16,8974296,78.07006806,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.8083,36.84063,55.885725,31.4291
25/04/2013,150,170.28,123.2,141.9,41383168.16,8974296,78.07006806,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,76.0026,36.87625,54.207472,28.9186
26/04/2013,141.9,142.53,126.68,137.3,20578994.28,8974296,76.73172404,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.108664,36.62563,52.705584,30.1638
27/04/2013,137.3,148.61,125.76,128.8,20578994.28,8974296,76.73172404,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.108664,33.40813,49.69413,29.7655
28/04/2013,128.8,148.18,121.57,135.28,4992243.921,8974296,74.50115066,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.108664,32.70063,51.729174,28.5533
29/04/2013,135.31,151.65,123.96,143.31,4992243.921,8974296,74.50115066,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,76.72005,36.935,60.07014,32.0683
30/04/2013,143.32,144.99,133.89,139.88,11520673.44,10076293,74.63339018,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.85942,40.01188,65.418021,31.5821
01/05/2013,139.87,140.3,104.9,116.75,11520673.44,10076293,74.63339018,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,77.13792,44.92313,59.24114,29.0757
02/05/2013,116.75,127.24,93.01,106.81,30687920,10076293,72.128914,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.880836,38.21375,60.972288,29.3537
03/05/2013,107.02,108,81.5,98.07,30687920,10076293,72.128914,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,70.84805,40.39875,54.674514,31.1869
04/05/2013,98.08,115.64,94,112.62,18189055.87,10076293,77.13786636,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,70.84805,34.18813,56.252556,32.2366
05/05/2013,112.89,118.76,106.5,116.57,18189055.87,10076293,77.13786636,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,70.84805,32.57125,54.71577,30.3947
06/05/2013,116.9,123.97,105,112.71,21490110.06,10076293,81.64592348,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,70.84805,53.12688,63.697535,31.2806
07/05/2013,112.67,112.95,98.77,110,21490110.06,10076293,81.64592348,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.7748,53.29,58.398216,30.9455
08/05/2013,110.92,116.29,109.41,113.16,8755455.526,10076293,81.64592348,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.986185,51.87125,55.00888,31.0256
09/05/2013,113.16,113.95,109,111.96,8755455.526,10076293,81.64592348,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.261624,43.99937,57.534492,29.1615
10/05/2013,111.96,119.98,109.2,117.9,11305377.52,10076293,83.64950443,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,69.640479,41.08688,54.93966,30.1442
11/05/2013,117.9,118.5,112.95,115.04,11305377.52,10076293,83.64950443,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,69.640479,34.8025,52.83546,27.5304
12/05/2013,115.58,117.86,113,114.5,3081213.963,10076293,89.15935203,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,69.640479,32.1625,50.00982,25.9375
13/05/2013,115.05,117.48,113.55,115.99,3081213.963,10076293,89.15935203,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.176941,36.72375,61.208601,29.8931
14/05/2013,115.98,117.9,103.5,107,12283271.07,11187257,81.74987297,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.0954,36.8975,53.49408,30.3926
15/05/2013,107,113,101.72,108.95,12283271.07,11187257,81.74987297,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,78.069125,39.005,54.447792,31.7196
16/05/2013,108.96,113.35,108.35,113.35,6501368.466,11187257,80.6376298,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,78.2485,43.30062,53.369694,30.5354
17/05/2013,113.36,118.16,112.82,116.73,6501368.466,11187257,80.6376298,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,76.224225,38.60625,53.845974,30.8732
18/05/2013,117.51,118.55,115.99,118.49,3592511.081,11187257,81.74987297,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,76.224225,34.51563,49.956774,30.4630
19/05/2013,118.49,118.98,114.1,116.38,3592511.081,11187257,81.74987297,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,76.224225,31.0275,49.315056,28.9602
20/05/2013,117.27,118.94,114.03,116.79,2925957.29,11187257,76.74477871,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,76.65135,42.04562,54.335046,35.0881
21/05/2013,117.81,118.56,116.9,117.5,2925957.29,11187257,76.74477871,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,75.54269,47.97937,56.74779,31.9921
22/05/2013,117.25,119.48,117,119.11,3576167.885,11187257,92.31618308,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,75.98735,44.57625,61.627776,33.8683
23/05/2013,118.45,123.9,118.36,123.84,3576167.885,11187257,92.31618308,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,77.680194,45.17,52.918677,33.3572
24/05/2013,123.84,129.94,122.52,128.7,8849327.648,11187257,90.09169674,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,77.77275,37.86063,58.6416,32.6485
25/05/2013,128.65,129.73,126.03,128.97,8849327.648,11187257,90.09169674,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,77.77275,30.61687,48.851925,30.2903
26/05/2013,128.98,130.29,127.97,129.5,4004846.942,12153412,97.26804906,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,77.77275,33.815,48.388965,28.7213
27/05/2013,130.27,130.6,120.33,126.25,4004846.942,12153412,97.26804906,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,77.77275,35.74187,53.442419,30.6942
28/05/2013,126.2,127.11,123,125.92,4089359.71,12153412,97.87219843,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.8464,41.07063,52.088652,30.7735
29/05/2013,125.99,130.4,125.53,130.35,4089359.71,12153412,97.87219843,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,76.4065,43.18312,49.908573,29.3239
30/05/2013,130.01,131,124.9,126.81,4862725.447,12153412,102.101244,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,75.85038,62.45313,50.163652,28.8380
31/05/2013,126.78,129.87,125.06,127.91,4862725.447,12153412,102.101244,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,83.589,115.18375,49.27593,30.8129
01/06/2013,127.76,128.86,127.09,128.77,1443343.692,12153412,119.6215759,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,83.589,37.13688,46.59633,33.8128
02/06/2013,128.77,128.8,117.02,123,1443343.692,12153412,119.6215759,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,83.589,32.58875,47.51505,30.3194
03/06/2013,123.35,125.01,117,123.15,5095106.657,12153412,126.267219,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,78.132,33.71,51.248895,30.5223
04/06/2013,123.22,123.66,116.32,120.57,5095106.657,12153412,126.267219,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,75.7944,34.92,51.52032,30.4410
05/06/2013,120.58,122.74,119.65,121.19,2955707.717,15605633,156.7035621,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,76.629925,32.57687,48.801524,28.2798
06/06/2013,120.98,121.33,118.43,118.78,2955707.717,15605633,156.7035621,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.494775,31.77875,47.772771,32.4835
07/06/2013,118.78,119.16,107,110.18,10381120.9,15605633,124.8973935,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.195685,35.42062,47.2602,33.3596
08/06/2013,110.17,112.46,108.44,109.11,10381120.9,15605633,124.8973935,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.195685,32.8825,47.45,34.7663
09/06/2013,109.11,110,90,100.17,19289688.88,15605633,129.5519548,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.195685,32.36438,45.99803,32.9594
10/06/2013,100.17,107.9,93.1,104.22,19289688.88,15605633,129.5519548,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.638715,37.67688,46.477344,33.5947
11/06/2013,104.21,108,102.97,107.36,2667019.496,15605633,136.5337967,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,70.407,33.31313,50.305312,32.8269
12/06/2013,107.35,111.18,105.01,106.11,2667019.496,15605633,136.5337967,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,69.91942,34.54438,52.59504,31.1530
13/06/2013,106.1,108.43,95,102,4592100.029,15605633,149.7217202,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.864834,33.025,50.145744,33.0871
14/06/2013,101.86,102.95,95,99.02,4592100.029,15605633,149.7217202,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.626375,31.75,49.293598,31.9018
15/06/2013,99.01,105,96.22,99.65,2947662.715,15605633,136.5337967,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.626375,30.43813,50.671102,35.5824
16/06/2013,99.43,101.11,98,99.37,2947662.715,15605633,136.5337967,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.626375,28.95875,52.546038,34.5866
17/06/2013,98.74,101.47,98.29,100,2214316.106,19339258,148.0494004,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,75.13204,37.50938,54.626035,32.0620
18/06/2013,100.39,108.18,99.99,104.14,2214316.106,19339258,148.0494004,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,80.08704,36.82687,55.199034,31.6783
19/06/2013,104.49,107.5,102,105.24,2898261.579,19339258,120.1699679,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.750292,35.8025,54.395368,30.0744
20/06/2013,105.24,108,102.47,102.61,2898261.579,19339258,120.1699679,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.1122,34.8325,61.217772,29.5784
21/06/2013,103,104.86,90,101.8,6143518.405,19339258,166.3152356,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,63.2056,37.3475,56.979376,29.3068
22/06/2013,101.29,103,98.55,100,6143518.405,19339258,166.3152356,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,63.2056,35.85,67.851896,30.9849
23/06/2013,100,101.45,98.5,100.41,1807671.082,19339258,169.1993148,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,63.2056,42.04,59.61458,32.9333
24/06/2013,100.4,102.3,95,99.2,1807671.082,19339258,169.1993148,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,66.97054,56.84063,73.558592,30.4058
25/06/2013,98.83,101,97.47,97.58,10765750.29,19339258,142.281242,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.454986,50.89375,56.89041,28.2827
26/06/2013,97.57,99.98,96.13,98.76,10765750.29,19339258,142.281242,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.19614,47.37563,54.292428,30.3285
27/06/2013,98.75,98.76,96,96.58,2158332.471,19339258,159.5857174,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.957641,42.51625,53.50644,30.3773
28/06/2013,96.98,97.45,88.01,89.94,2158332.471,19339258,159.5857174,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.20573,35.38688,56.122448,30.3775
29/06/2013,89.2,91.61,86.2,88.98,3143678.531,21335329,170.754179,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.20573,33.24125,53.089296,29.9983
30/06/2013,88.83,90.3,88.01,89.53,3143678.531,21335329,170.754179,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.20573,31.91562,48.978096,30.3087
01/07/2013,89.41,90.16,80.94,84.5,7629744.577,21335329,162.2694993,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.73248,35.69812,51.474136,34.8424
02/07/2013,83.41,88.5,81.9,88.02,7629744.577,21335329,162.2694993,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.961695,36.89938,52.20082,31.5474
03/07/2013,88.04,89.56,75.11,77.13,8559138.675,21335329,185.6023685,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.86913,34.56313,50.570628,34.9692
04/07/2013,77.33,83.9,70.06,79.4,8559138.675,21335329,185.6023685,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.02491,32.3425,48.809138,34.5813
05/07/2013,79.4,79.4,63.26,66.93,9963812.397,21335329,187.7235384,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,69.9689,42.4325,47.53019,36.3821
06/07/2013,67.13,72.88,63,66.34,9963812.397,21335329,187.7235384,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,69.9689,42.73,48.11922,36.9757
07/07/2013,66.35,73.96,64.5,73.96,3859606.632,21335329,198.3293881,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,69.9689,44.22688,49.496644,35.9196
08/07/2013,73.97,76.94,70.1,74.4,3859606.632,21335329,198.3293881,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.4045,50.17313,60.305199,35.2462
09/07/2013,74,76.01,70.25,75.01,4057731.76,21335329,213.1775775,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.58175,52.13688,58.527325,33.0428
10/07/2013,75,86.64,74.81,86.19,4057731.76,21335329,213.1775775,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.4496,43.49375,65.173252,32.6223
11/07/2013,86.13,89.96,83.85,87.14,5140027.994,26162876,249.7082121,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,76.294575,40.06062,65.735016,33.4267
12/07/2013,87.81,100,86.6,90.17,5140027.994,26162876,249.7082121,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.504,35.88375,51.942132,34.4970
13/07/2013,90.19,92.04,87.15,91.67,4232479.392,26162876,196.3851043,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.504,33.13313,49.563034,35.9301
14/07/2013,91.67,93,88.87,90.03,4232479.392,26162876,196.3851043,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.504,37.6275,49.146918,32.8374
15/07/2013,90.02,95,88.11,93.77,5024719.802,26162876,222.3963764,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.2253,60.04375,49.638687,34.5202
16/07/2013,93.76,93.9,89.09,91.6,5024719.802,26162876,222.3963764,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.2791,105.66438,52.0035,33.9778
17/07/2013,91.61,92.37,89,90.97,2598642.436,26162876,219.7952492,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.493164,165.32437,48.818816,34.2082
18/07/2013,90.96,91,77,85.28,2598642.436,26162876,219.7952492,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,75.91158,201.01563,46.672252,33.8554
19/07/2013,85,88,83.21,86.51,3460576.961,26162876,219.7952492,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.8034,74.82562,47.58192,35.2775
20/07/2013,86.51,87.07,84.27,85.02,3460576.961,26162876,219.7952492,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.8034,52.11687,49.131312,37.4917
21/07/2013,85.02,86.99,84.25,85.81,1150392.89,26162876,253.6099029,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.8034,40.6,59.628672,33.7450
22/07/2013,85.76,87.08,83,85.6,1150392.89,26162876,253.6099029,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,76.103845,41.77625,57.15882,34.4567
23/07/2013,85.59,88.88,82,86.88,3710803.428,31256961,225.2998321,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,78.294865,65.73438,57.49576,34.4503
24/07/2013,86.88,88.48,85.73,88.42,3710803.428,31256961,225.2998321,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,78.295369,37.56438,57.736063,35.1760
25/07/2013,88.42,90.66,87.08,90.08,3342808.416,31256961,212.8694965,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,77.4117,37.2975,56.08017,34.1182
26/07/2013,90.1,91.77,88.56,89.96,3342808.416,31256961,212.8694965,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,75.741575,42.12437,57.371826,33.7473
27/07/2013,89.97,90.16,87.8,88.16,1896908.411,31256961,256.375671,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,75.741575,42.95813,51.391158,33.7473
28/07/2013,88.16,94.01,87.9,92.71,1896908.411,31256961,256.375671,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,75.741575,33.1175,49.409946,32.7943
29/07/2013,92.79,93.5,90.54,93.39,3773282.175,31256961,257.929463,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.91952,46.33812,51.472379,35.4899
30/07/2013,93.45,97,92.7,96.57,3773282.175,31256961,257.929463,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.991592,47.25687,50.306672,35.4159
31/07/2013,96.98,101,95,98.28,7252466.662,31256961,309.2045972,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.96558,47.30437,50.67414,33.4756
01/08/2013,97.77,98.44,95.15,96.62,7252466.662,31256961,309.2045972,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.94435,32.60812,49.272806,36.0326
02/08/2013,96.64,98.71,93.03,95.85,4703695.028,31256961,295.2204697,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.606905,40.25375,47.483289,36.9047
03/08/2013,95.82,97,93.98,95.55,4703695.028,31256961,295.2204697,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.606905,30.60875,46.424546,36.3719
04/08/2013,95.54,96.61,95.5,96.38,1096524.647,37392766,317.8555672,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.606905,27.175,46.629177,36.3137
05/08/2013,96.38,98.92,96,97.81,1096524.647,37392766,317.8555672,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.561825,29.8975,47.270126,35.9702
06/08/2013,97.88,98.98,97.07,97.69,2497134.767,37392766,351.314048,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.6656,32.3625,49.009644,33.4378
07/08/2013,97.74,98.32,95.5,97.09,2497134.767,37392766,351.314048,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.364096,35.11063,49.210062,33.6364
08/08/2013,97.09,97.14,91.11,94.27,4300491.263,37392766,375.4785063,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.858625,37.96312,49.715124,35.0997
09/08/2013,94.26,95.75,90,92.71,4300491.263,37392766,375.4785063,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.104824,37.83313,48.494264,37.7953
10/08/2013,92.76,94.25,92.14,93.51,864319.5957,37392766,369.9020929,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.104824,32.70125,46.978244,38.5536
11/08/2013,93.51,94.58,93.12,94.09,864319.5957,37392766,369.9020929,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.104824,30.60312,46.26158,37.7016
12/08/2013,94,96.18,93.31,95.39,2971510.922,37392766,425.6662275,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,70.89327,40.3,46.727984,37.5487
13/08/2013,95.37,98.19,94.24,98.15,2971510.922,37392766,425.6662275,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.187886,36.4775,46.98267,34.9397
14/08/2013,97.75,101,97.03,99.19,7843077.031,50810339,388.9725307,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.329166,33.43312,46.561614,35.7700
15/08/2013,99.19,100.01,96.68,98.1,7843077.031,50810339,388.9725307,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.944,31.615,48.55784,35.7635
16/08/2013,98.09,99,96.5,98.25,2479810.014,50810339,434.4368525,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,61.72665,31.59438,50.18706,36.5153
17/08/2013,98.26,99.82,97.48,99.71,2479810.014,50810339,434.4368525,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,61.72665,30.02125,48.43368,38.9035
18/08/2013,99.71,99.99,98.41,99.3,1458372.542,50810339,497.5817439,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,61.72665,30.26438,50.47164,37.6039
19/08/2013,99.32,105.16,99,102.85,1458372.542,50810339,497.5817439,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.711609,37.61312,51.447632,35.3406
20/08/2013,102.85,104.88,100.38,104.87,4241288.311,50810339,457.1690134,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.3723,41.47625,58.553305,35.9745
21/08/2013,104.87,114,104.56,110.43,4241288.311,50810339,457.1690134,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.35773,52.32438,51.68514,36.7648
22/08/2013,111.52,113.02,107.98,109.12,3293217.694,50810339,525.365496,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,73.64385,45.62688,50.694774,36.5153
23/08/2013,109.12,109.9,104.2,107.66,3293217.694,50810339,525.365496,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,78.426546,33.72375,50.21434,35.2794
24/08/2013,107.91,110.33,106.64,109.15,1678099.352,65750060,607.9322986,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,78.426546,30.38313,49.63706,36.2219
25/08/2013,109.15,113.28,109.15,113.11,1678099.352,65750060,607.9322986,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,78.426546,33.325,46.96714,35.1950
26/08/2013,113.28,113.3,110.27,111.88,2766896.133,65750060,532.7578746,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,76.219156,38.61875,50.880654,36.0021
27/08/2013,111.85,118.93,111.76,117.75,2766896.133,65750060,532.7578746,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,78.113625,41.49875,50.371056,35.2743
28/08/2013,117.74,119.63,117.04,117.91,3060222.796,65750060,545.8316874,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,77.38714,38.39063,50.23386,35.0146
29/08/2013,117.91,120,117,118.53,3060222.796,65750060,545.8316874,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.56943,38.22688,50.814939,36.7861
30/08/2013,118.91,126.14,118.04,124.86,8869874.834,65750060,634.0799243,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,70.375304,40.08937,48.234112,38.4055
31/08/2013,124.86,134.95,124.8,128,8869874.834,65750060,634.0799243,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,70.375304,37.92625,47.824896,34.6581
01/09/2013,127.9,132.09,126.79,130.66,3393593.268,65750060,725.5966144,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,70.375304,39.81062,46.597248,34.4801
02/09/2013,130.65,132,128.52,130.03,3393593.268,65750060,725.5966144,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,71.58012,40.24437,51.137127,35.0990
03/09/2013,129.4,131,127,129.18,2605548.617,65750060,604.6638454,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.284675,41.76937,48.302588,32.7589
04/09/2013,129.2,129.94,115.21,122.2,2605548.617,65750060,604.6638454,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,74.29212,41.775,47.38822,33.4872
05/09/2013,121.65,127.5,116.07,122.5,5390802.648,86933018,704.3985918,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,72.878575,36.05,47.401837,32.8015
06/09/2013,122,124.54,115.21,116.82,5390802.648,86933018,704.3985918,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,75.503699,32.94,47.474951,36.7142
07/09/2013,116.56,122.16,115.5,119.93,1722137.708,86933018,704.3985918,S0,0.09,149.5,10.8,S0+,0.5,1129.5,7.56,75.503699,34.08812,46.171249,32.4252
